block,uncles_zero,uncles_one,uncles_two,difficulty_median,difficulty_mean,difficulty_p1,difficulty_p5,difficulty_p25,difficulty_p50,difficulty_p75,difficulty_p95,difficulty_p99,timedelta_median,timedelta_mean,timedelta_p1,timedelta_p5,timedelta_p25,timedelta_p50,timedelta_p75,timedelta_p95,timedelta_p99,block_timestamp_date,block_timestamp_time
7120000,9705,276,19,1.25304153989235e+14,1.251196833703996e+14,1.20702990716371e+14,1.21409066322993e+14,1.24227225685321e+14,1.25304153989235e+14,1.26360224832551e+14,1.27636713143161e+14,1.28341534604644e+14,10,14.1887,1,1,4,10,20,42,64,2018-12-15,23:14:07
7130000,9713,261,26,1.24183735827769e+14,1.2472423698439069e+14,1.21428701257519e+14,1.2194063334706e+14,1.23025740935536e+14,1.24182698964233e+14,1.25155362615503e+14,1.30345427235243e+14,1.33301337754163e+14,10,14.2327,1,1,4,10,20,41,63,2018-12-17,14:46:14
7140000,9697,285,18,1.235725337506505e+14,1.232421843221011e+14,1.18137158064621e+14,1.18781259090651e+14,1.20908716295405e+14,1.2357244530707e+14,1.25125413325905e+14,1.27792050540807e+14,1.28729206330577e+14,10,14.0864,1,1,4,10,19,41,63,2018-12-19,05:53:58
7150000,9684,297,19,1.25666439021663e+14,1.2578945386301088e+14,1.2106050311606e+14,1.21658290098133e+14,1.23858223663487e+14,1.25666420891508e+14,1.27408566164691e+14,1.30185641958115e+14,1.30776302647123e+14,10,14.1518,1,1,4,10,20,41,67,2018-12-20,21:12:36
7160000,9670,312,18,1.21971995243355e+14,1.220308834872379e+14,1.16172898761059e+14,1.18347284963703e+14,1.20284454671276e+14,1.21971063532359e+14,1.23903426210769e+14,1.25962994282588e+14,1.26962521691659e+14,10,14.1738,1,1,4,10,19,42,63,2018-12-22,12:34:54
7170000,9690,295,15,1.17733932499819e+14,1.1749899892200492e+14,1.10795904023239e+14,1.11502698993656e+14,1.13998732645106e+14,1.17733918464839e+14,1.20829309533002e+14,1.23965039568195e+14,1.2498832400911e+14,10,14.2965,1,1,4,10,20,41,64,2018-12-24,04:17:39
7180000,9682,296,22,1.195448832543155e+14,1.186482124889527e+14,1.08860080627962e+14,1.11099571159689e+14,1.15219994562651e+14,1.1953830024799e+14,1.22196679790727e+14,1.24585615003918e+14,1.2531547944529e+14,10,13.9938,1,1,4,10,19,41,63,2018-12-25,19:09:57
7190000,9678,308,14,1.24255274381496e+14,1.2728577305862848e+14,1.14365558346539e+14,1.15732031526829e+14,1.19991043234638e+14,1.24233366009246e+14,1.35650472913643e+14,1.41221466450532e+14,1.44222988559868e+14,10,13.8653,1,1,4,10,19,41,63,2018-12-27,09:40:50
7200000,9690,293,17,1.34579477296536e+14,1.338134361664023e+14,1.25455312340402e+14,1.26146293594262e+14,1.31152814188641e+14,1.34579316708376e+14,1.36218606819177e+14,1.40660360974144e+14,1.41406133828553e+14,10,14.2613,1,1,4,10,20,43,66,2018-12-29,01:17:43
7210000,9687,290,23,1.259911709075925e+14,1.2614429217871798e+14,1.2166938970653e+14,1.22407961644242e+14,1.24168824148591e+14,1.25991125834955e+14,1.28131157788965e+14,1.29970790800755e+14,1.30830558970564e+14,10,14.2729,1,1,4,10,19,42,67,2018-12-30,16:56:32
7220000,9652,326,22,1.24990381945162e+14,1.2533501865878638e+14,1.19302662836417e+14,1.21011488021646e+14,1.23165587474722e+14,1.24990381945162e+14,1.26826298529042e+14,1.31637237501317e+14,1.32845349875192e+14,10,14.1603,1,1,4,10,19,43,65,2019-01-01,08:16:35
7230000,9716,265,19,1.186514042172935e+14,1.1865357560723423e+14,1.15329265093396e+14,1.16320856200837e+14,1.17817900730428e+14,1.18651361770417e+14,1.19308269760179e+14,1.21037208557071e+14,1.23401979245155e+14,10,14.3157,1,1,4,10,20,42,64,2019-01-03,00:02:32
7240000,9664,320,16,1.18184229098713e+14,1.1892866606089564e+14,1.15016096770642e+14,1.15769323816544e+14,1.17234011376531e+14,1.18184186832735e+14,1.20647550133476e+14,1.23566593163113e+14,1.2450643367611e+14,10,14.1251,1,1,4,10,20,41,61,2019-01-04,15:16:43
7250000,9591,386,23,1.213974561754765e+14,1.2186239735736123e+14,1.14424421050979e+14,1.16109240274736e+14,1.18894900393474e+14,1.21397238816714e+14,1.23792345293992e+14,1.30966182759188e+14,1.34263226723548e+14,10,13.9581,1,1,4,10,19,41,63,2019-01-06,06:03:04
7260000,9588,393,19,1.229409846722175e+14,1.2529953244813092e+14,1.17071129607918e+14,1.17704443499017e+14,1.20191192466883e+14,1.22940603380166e+14,1.28282139811148e+14,1.40435726227535e+14,1.41171044140361e+14,10,14.3031,1,1,4,10,20,43,64,2019-01-07,21:46:55
7270000,9636,344,20,1.153659899254225e+14,1.1535428682015783e+14,1.12095618726564e+14,1.12695468881021e+14,1.13827352277211e+14,1.15365976172723e+14,1.16520311064805e+14,1.18597634594723e+14,1.193646595908e+14,10,14.2252,1,1,4,10,20,42,64,2019-01-09,13:17:47
7280000,9591,389,20,1.174262191002145e+14,1.1771983044074166e+14,1.14020001362377e+14,1.14420827818294e+14,1.16178130180917e+14,1.17426199047092e+14,1.18736230442076e+14,1.23425742681028e+14,1.25057908248987e+14,10,13.9934,1,1,4,10,19,42,64,2019-01-11,04:10:01
7290000,9619,361,20,1.22322639679806e+14,1.2240100148571167e+14,1.17030928383298e+14,1.18697982180167e+14,1.21015222101998e+14,1.22322639679806e+14,1.23472064561461e+14,1.2676506255953e+14,1.28329640874194e+14,10,14.1527,1,1,4,10,20,42,63,2019-01-12,19:28:48
7300000,9541,428,31,1.421935399155695e+14,1.425668335384862e+14,1.18738068387972e+14,1.20082838508981e+14,1.23589303994025e+14,1.42193489046625e+14,1.56671833908257e+14,1.76476791443194e+14,1.79004725885604e+14,10,14.0105,1,1,4,10,19,42,66,2019-01-14,10:23:53
7310000,9622,356,22,1.22642591354107e+14,1.225547624919777e+14,1.16097792874067e+14,1.16719938196244e+14,1.21066432097561e+14,1.22642108632246e+14,1.24279235838929e+14,1.28350713844691e+14,1.30829913341421e+14,10,14.3505,1,1,5,10,20,42,65,2019-01-16,02:15:38
7320000,9674,309,17,1.19256502983457e+14,1.1919025798969753e+14,1.13721723124331e+14,1.14628230971045e+14,1.17385382977391e+14,1.19256346463088e+14,1.21211579116284e+14,1.23207445824642e+14,1.23875432234277e+14,10,14.0954,1,1,4,10,19,42,65,2019-01-17,17:24:52
7330000,9614,360,26,1.2212618817288e+14,1.2232274648523522e+14,1.17049640704808e+14,1.18029894574107e+14,1.19843495592304e+14,1.22125993185451e+14,1.24136251055145e+14,1.27445724840557e+14,1.28654081461243e+14,10,14.1955,1,1,4,10,19,42,65,2019-01-19,08:50:47
7340000,9683,291,26,1.24604288338154e+14,1.2498531564597931e+14,1.20073546145554e+14,1.20950704630507e+14,1.23002285039684e+14,1.24604288338154e+14,1.26807003817793e+14,1.29972870741275e+14,1.31292774001562e+14,10,14.1107,1,1,4,10,19,42,63,2019-01-21,00:02:34
7350000,9618,361,21,1.33286467325114e+14,1.3326258279481781e+14,1.27568705317729e+14,1.28898097107433e+14,1.30952540378994e+14,1.33286451436127e+14,1.35502206903538e+14,1.38316928938021e+14,1.39603898584252e+14,10,14.1118,1,1,4,10,19,42,67,2019-01-22,15:14:32
7360000,9611,364,25,1.297747106555015e+14,1.299413526281827e+14,1.22940387790096e+14,1.2446070211284e+14,1.28007389653396e+14,1.29774642108722e+14,1.31419919501525e+14,1.36351522170471e+14,1.38422529354899e+14,10,14.2321,1,1,4,10,19,42,67,2019-01-24,06:46:33
7370000,9638,338,24,1.31617689021692e+14,1.3193947336904145e+14,1.28447444767817e+14,1.28894596002069e+14,1.30451168782094e+14,1.31617689021692e+14,1.33255705143956e+14,1.35985280039823e+14,1.3670586911218e+14,10,14.1565,1,1,4,10,19,41,66,2019-01-25,22:05:58
7380000,9683,299,18,1.29789157721696e+14,1.3003504011121428e+14,1.24704894807489e+14,1.25434320812036e+14,1.27731015143527e+14,1.29785672459317e+14,1.32497414075733e+14,1.34772150154229e+14,1.35893138277993e+14,10,14.248,1,1,4,10,20,42,67,2019-01-27,13:40:38
7390000,9731,254,15,1.243633647751565e+14,1.2431976229434378e+14,1.15329174133044e+14,1.16330732017411e+14,1.2091655510821e+14,1.24362310976844e+14,1.27767294315969e+14,1.31077639036163e+14,1.32530037928935e+14,10,14.318,1,1,4,10,20,42,67,2019-01-29,05:26:58
7400000,9702,284,14,1.15912154503856e+14,1.1604406721537836e+14,1.12008397856258e+14,1.12772291138606e+14,1.14496259643993e+14,1.15911988555031e+14,1.17431888409673e+14,1.19873640354804e+14,1.21469067412112e+14,10,14.0667,1,1,4,10,19,42,64,2019-01-30,20:31:25
7410000,9708,277,15,1.165706398049875e+14,1.1676529569025144e+14,1.12733753205724e+14,1.13172280320687e+14,1.14892131551046e+14,1.16570598102492e+14,1.18600567060551e+14,1.20450587122722e+14,1.21383650051886e+14,10,14.223,1,1,4,10,20,42,62,2019-02-01,12:01:55
7420000,9714,262,24,1.12373057676163e+14,1.1247148417121327e+14,1.0985720643878e+14,1.10344019166764e+14,1.11426739720097e+14,1.12372843184345e+14,1.13470629534362e+14,1.14796047481519e+14,1.1580900227343e+14,10,14.1688,1,1,4,10,20,42,64,2019-02-03,03:23:23
7430000,9699,279,22,1.11178922908637e+14,1.1135523290713836e+14,1.07023343741569e+14,1.07935471922154e+14,1.09787184212507e+14,1.11177715823216e+14,1.12981860658308e+14,1.15186191134538e+14,1.16642441364228e+14,10,14.1921,1,1,4,10,19,42,67,2019-02-04,18:48:44
7440000,9710,274,16,1.09971337000339e+14,1.0979658154164369e+14,1.06560403748223e+14,1.07402755488004e+14,1.08662331881222e+14,1.09971337000339e+14,1.10841156261603e+14,1.12142758537613e+14,1.1266668214067e+14,10,14.2326,1,1,4,10,20,42,65,2019-02-06,10:20:50
7450000,9701,290,9,1.08962539253333e+14,1.0893717673784053e+14,1.05569125022732e+14,1.06141001968539e+14,1.07877612661482e+14,1.08962539253333e+14,1.09935853800793e+14,1.11557927981781e+14,1.12273067074239e+14,10,14.1499,1,1,4,10,19,42,63,2019-02-08,01:39:09
7460000,9716,268,16,1.10032581524994e+14,1.09562939849232e+14,1.03409122541437e+14,1.04724930471854e+14,1.07365214306934e+14,1.10032371397815e+14,1.11702029392758e+14,1.12941154885723e+14,1.13641185335332e+14,10,14.174,1,1,4,10,19,42,63,2019-02-09,17:01:29
7470000,9700,284,16,1.19682430595449e+14,1.1714093227968681e+14,1.07600632609778e+14,1.08090092682211e+14,1.10735511096247e+14,1.19682430595449e+14,1.21061870466102e+14,1.23476799746651e+14,1.24622477701286e+14,10,14.0037,1,1,4,10,19,41,61,2019-02-11,07:55:26
7480000,9705,279,16,1.214430997638065e+14,1.2224705480905681e+14,1.18503555836175e+14,1.19088156987092e+14,1.20246772702035e+14,1.21443085286659e+14,1.23597682004777e+14,1.27672437605884e+14,1.29816634107044e+14,10,14.0633,1,1,4,10,20,41,63,2019-02-12,22:59:19
7490000,9733,260,7,1.19439192698497e+14,1.1976671618386462e+14,1.16211309203913e+14,1.16865478615607e+14,1.1812471369655e+14,1.19439192698497e+14,1.20823453572831e+14,1.25596969885518e+14,1.27148897545553e+14,10,14.3513,1,1,4,10,20,41,65,2019-02-14,14:51:12
7500000,9757,229,14,1.197962819200255e+14,1.1997822273113889e+14,1.14174494627904e+14,1.15150070962118e+14,1.18397549539177e+14,1.19796081834764e+14,1.21510420621395e+14,1.25859736111483e+14,1.27029768564715e+14,10,14.1653,1,1,4,10,20,41,63,2019-02-16,06:12:05
7510000,9733,257,10,1.20681200150878e+14,1.2096704039363395e+14,1.16174479335493e+14,1.17285382577272e+14,1.18787385928147e+14,1.20681200150878e+14,1.23110353781609e+14,1.25117641916937e+14,1.26929488074309e+14,10,14.1454,1,1,4,10,19,42,65,2019-02-17,21:29:39
7520000,9721,266,13,1.13765802366221e+14,1.1417902672483211e+14,1.08665665945304e+14,1.09791819020015e+14,1.12114861519999e+14,1.13765802366221e+14,1.15778840588937e+14,1.19541126983346e+14,1.22825580407375e+14,10,14.2638,1,1,4,10,20,42,64,2019-02-19,13:06:57
7530000,9755,231,14,1.20552160615963e+14,1.2043175463330181e+14,1.17296334583451e+14,1.1818598425829e+14,1.19214861449708e+14,1.20552160615963e+14,1.21531437879193e+14,1.2299963701641e+14,1.23517285151277e+14,10,14.1115,1,1,4,10,19,41,64,2019-02-21,04:18:52
7540000,9711,259,30,1.19249784419035e+14,1.1923939058245322e+14,1.15819184102615e+14,1.165536290886e+14,1.18260091009481e+14,1.19249770203351e+14,1.20352166260438e+14,1.21490235485762e+14,1.219711148262e+14,10,14.2094,1,1,4,10,19,43,66,2019-02-22,19:47:06
7550000,9678,295,27,1.223123044560875e+14,1.2176692461305544e+14,1.14186097349312e+14,1.1507084770404e+14,1.20138042288944e+14,1.22312289875323e+14,1.23963323732177e+14,1.26522771601638e+14,1.27699972203229e+14,10,14.1886,1,1,4,10,19,42,67,2019-02-24,11:11:52
7560000,9713,268,19,1.19441387749493e+14,1.1910145369502566e+14,1.14412831845254e+14,1.15297638938428e+14,1.16695402800368e+14,1.19440192650775e+14,1.21180386621605e+14,1.22686636445879e+14,1.25528811118946e+14,10,14.1019,1,1,4,10,19,41,66,2019-02-26,02:22:11
7570000,9712,268,20,1.20803433425237e+14,1.2075018174988431e+14,1.15403948338258e+14,1.1641507158152e+14,1.18897570146267e+14,1.20803419024344e+14,1.22827108507751e+14,1.24782492978684e+14,1.25574137412115e+14,10,14.0947,1,1,4,10,19,41,64,2019-02-27,17:31:18
7580000,9728,250,22,1.24382187415832e+14,1.2417547263936195e+14,1.17519264882192e+14,1.18231518553797e+14,1.20948237079825e+14,1.24382187415832e+14,1.26677958548696e+14,1.32015026318596e+14,1.32666272287596e+14,10,14.2785,1,1,4,10,19,43,66,2019-03-01,09:11:03
7590000,9694,286,20,1.21852844592131e+14,1.223439403689523e+14,1.18576305504373e+14,1.19028124443131e+14,1.20436657446569e+14,1.21852844592131e+14,1.23626896111365e+14,1.27786040969047e+14,1.2860269311331e+14,10,14.1969,1,1,4,10,19,43,65,2019-03-03,00:37:12
7600000,9740,244,16,1.20670174614927e+14,1.2182575560785052e+14,1.15292345489231e+14,1.16510272189459e+14,1.18895410372736e+14,1.20670174614927e+14,1.254977035929e+14,1.28556037612383e+14,1.29510607601188e+14,10,14.1803,1,1,4,10,19,41,66,2019-03-04,16:00:35
7610000,9724,262,14,1.19897959233965e+14,1.1968297037678564e+14,1.13374891221761e+14,1.1580959433316e+14,1.17618764976286e+14,1.19897959233965e+14,1.21893160599518e+14,1.23312682991054e+14,1.24475398456247e+14,10,14.2709,1,1,4,10,20,42,61,2019-03-06,07:39:04
7620000,9733,256,11,1.15744323509227e+14,1.1566917053752866e+14,1.11434553795936e+14,1.12925609220558e+14,1.14702572408757e+14,1.15744323509227e+14,1.16784355634008e+14,1.17936887485494e+14,1.18802567536243e+14,10,14.0589,1,1,4,10,19,41,63,2019-03-07,22:42:13
7630000,9756,233,11,1.166589454599835e+14,1.16918765140094e+14,1.1117556701339e+14,1.12053516527337e+14,1.1474654625844e+14,1.16658931553152e+14,1.18674679231239e+14,1.22520156128903e+14,1.23655099942413e+14,10,14.1785,1,1,4,10,20,42,64,2019-03-09,14:05:18
7640000,9785,212,3,1.14040818823261e+14,1.1461560613867133e+14,1.10635535417687e+14,1.11167997614922e+14,1.12567976874097e+14,1.1404054674261e+14,1.16881707468866e+14,1.18538544452132e+14,1.19173740342019e+14,10,14.0404,1,1,4,10,19,41,65,2019-03-11,05:05:22
7650000,9746,245,9,1.15417664007276e+14,1.1561575626127728e+14,1.1180030483433e+14,1.12429077169247e+14,1.13957029393562e+14,1.15417664007276e+14,1.17139216430405e+14,1.19180594912556e+14,1.211743071781e+14,10,14.0897,1,1,4,10,19,42,65,2019-03-12,20:13:39
7660000,9761,233,6,1.15685341685942e+14,1.1562542381926423e+14,1.11642985678002e+14,1.12583760689653e+14,1.14273040937131e+14,1.15685251929865e+14,1.16722378125892e+14,1.19166094060654e+14,1.20095882887374e+14,10,14.1473,1,1,4,10,20,42,63,2019-03-14,11:31:32
7670000,9776,214,10,1.167832093676865e+14,1.1719227496241164e+14,1.14469667068235e+14,1.15208661867853e+14,1.15923639015232e+14,1.16783125783375e+14,1.18025071149053e+14,1.21074217823189e+14,1.21725499177173e+14,10,14.0916,1,1,4,10,19,41,64,2019-03-16,02:40:08
7680000,9786,209,5,1.17248172613588e+14,1.1753663829139994e+14,1.12813892570992e+14,1.13956377948144e+14,1.15710721125785e+14,1.17248158636515e+14,1.19321803292701e+14,1.21954435905652e+14,1.22850100998378e+14,10,14.1628,1,1,4,10,20,42,64,2019-03-17,18:00:36
7690000,9750,236,14,1.15672901024262e+14,1.1492362821568733e+14,1.08874843156312e+14,1.10054378279337e+14,1.1280611099635e+14,1.15672887234976e+14,1.17040482914804e+14,1.18739968767328e+14,1.20281562691968e+14,10,14.2665,1,1,4,10,20,43,64,2019-03-19,09:38:21
7700000,9710,276,14,1.161269767060975e+14,1.1620086904900061e+14,1.11953842817288e+14,1.1305150044886e+14,1.14962326138319e+14,1.16126561078704e+14,1.17450734274085e+14,1.19385709471562e+14,1.20167915590699e+14,10,14.1056,1,1,4,10,19,42,63,2019-03-21,00:49:17
7710000,9725,262,13,1.227664510403195e+14,1.229089657604644e+14,1.15663971859838e+14,1.16786914349684e+14,1.20212439582088e+14,1.22766436405416e+14,1.26259993086511e+14,1.28744255789588e+14,1.29865627623738e+14,10,13.9529,1,1,4,10,19,41,64,2019-03-22,15:34:46
7720000,9785,210,5,1.26506885848368e+14,1.2687825967064064e+14,1.22545501556954e+14,1.23033061053407e+14,1.24315523427857e+14,1.2650557287479e+14,1.28213062112463e+14,1.33514628748996e+14,1.3513890342583e+14,10,14.1115,1,1,4,10,19,41,64,2019-03-24,06:46:41
7730000,9755,236,9,1.249176930818965e+14,1.2488744586862672e+14,1.20913585025925e+14,1.21385002607668e+14,1.23709633882175e+14,1.2491764839329e+14,1.26123624563167e+14,1.27901728749064e+14,1.2935588367472e+14,10,14.1659,1,1,4,10,20,42,63,2019-03-25,22:07:40
7740000,9800,190,10,1.211989280116475e+14,1.2127881379384361e+14,1.14967699352285e+14,1.15514561441276e+14,1.18583432483795e+14,1.21198826818869e+14,1.2390109037631e+14,1.26873501984782e+14,1.27679204218289e+14,10,14.2633,1,1,4,10,19,43,67,2019-03-27,13:44:53
7750000,9763,225,12,1.20256405325685e+14,1.2012385258577375e+14,1.17050950945811e+14,1.17817428967395e+14,1.19362584411792e+14,1.20256362304628e+14,1.20894460635132e+14,1.22150257759416e+14,1.22720457775768e+14,10,14.1706,1,1,4,10,19,43,67,2019-03-29,05:06:39
7760000,9772,222,6,1.17740895274985e+14,1.1741680367031762e+14,1.11377031464906e+14,1.12402205159568e+14,1.15789736690328e+14,1.17740811005236e+14,1.1944988328672e+14,1.21072928506171e+14,1.22208585795844e+14,10,14.243,1,1,4,10,19,41,66,2019-03-30,20:40:29
7770000,9786,208,6,1.16078864258121e+14,1.1588721945886981e+14,1.11460090389877e+14,1.11996280392297e+14,1.1386865396493e+14,1.16078864258121e+14,1.17640105846088e+14,1.1931805036007e+14,1.21488435321119e+14,10,14.1312,1,1,4,10,19,42,63,2019-04-01,11:55:41
7780000,9770,224,6,1.18041418573222e+14,1.1773211712031916e+14,1.11670267293775e+14,1.13750568480285e+14,1.16858161328811e+14,1.18041334129658e+14,1.1883642331711e+14,1.20947358667362e+14,1.21606925633107e+14,10,14.1269,1,1,4,10,19,42,64,2019-04-03,03:10:10
7790000,9768,226,6,1.19826445355639e+14,1.2007284214760064e+14,1.15115314096309e+14,1.15742329626804e+14,1.18290443964944e+14,1.19826302371667e+14,1.2154687340929e+14,1.24548798082807e+14,1.26124986105176e+14,10,14.1128,1,1,4,10,19,42,62,2019-04-04,18:22:18
7800000,9793,199,8,1.240685576576495e+14,1.2430819357331722e+14,1.20281412937419e+14,1.20953794445235e+14,1.22765444336695e+14,1.24068542867523e+14,1.25630711449387e+14,1.28579996919065e+14,1.2959597735635e+14,10,14.2182,1,1,4,10,19,42,65,2019-04-06,09:52:00
7810000,9747,244,9,1.326279238603855e+14,1.3539926946591547e+14,1.2164464461886e+14,1.24196088515155e+14,1.27616884616494e+14,1.32627908049903e+14,1.41801919131468e+14,1.52212348389843e+14,1.56649952338422e+14,10,13.6213,1,1,4,10,19,40,60,2019-04-07,23:42:13
7820000,9756,234,10,1.43051285000824e+14,1.4366982908359778e+14,1.39149211911584e+14,1.39774211567701e+14,1.41029366944774e+14,1.43051250894736e+14,1.45405228039496e+14,1.49376196867291e+14,1.57179935594647e+14,10,14.3508,1,1,4,10,20,42,66,2019-04-09,15:34:01
7830000,9783,210,7,1.42493581580105e+14,1.4284869166688553e+14,1.38287073407317e+14,1.39646349767551e+14,1.409525211767e+14,1.42493275639284e+14,1.44502346390086e+14,1.47324761459851e+14,1.48214544427559e+14,10,14.2286,1,1,4,10,19,42,65,2019-04-11,07:05:27
7840000,9781,212,7,1.3813077056298e+14,1.3809596048370602e+14,1.33919638420978e+14,1.3453119287383e+14,1.35876668595423e+14,1.3813077056298e+14,1.39967480302078e+14,1.43192568515318e+14,1.44304863999052e+14,10,14.1706,1,1,4,10,19,42,65,2019-04-12,22:27:13
7850000,9814,183,3,1.41139410655926e+14,1.4123179965490925e+14,1.36896123066183e+14,1.37643057913471e+14,1.39591217149128e+14,1.41139393830795e+14,1.4286814732651e+14,1.45067131130978e+14,1.45850885032913e+14,10,14.1429,1,1,4,10,19,41,64,2019-04-14,13:44:22
7860000,9786,205,9,1.41757671644051e+14,1.415730835407841e+14,1.37684229150636e+14,1.38432249708521e+14,1.39985375393287e+14,1.41757671644051e+14,1.42873389111405e+14,1.44750201248823e+14,1.45884761010064e+14,10,14.1328,1,1,4,10,19,42,65,2019-04-16,04:59:50
7870000,9783,210,7,1.36553868708158e+14,1.3699748398337681e+14,1.30575443282114e+14,1.3218377114684e+14,1.35065150856214e+14,1.36553288102685e+14,1.39452643429086e+14,1.41542975242751e+14,1.4205684156947e+14,10,14.2462,1,1,4,10,20,42,64,2019-04-17,20:34:12
7880000,9782,210,8,1.314346737841585e+14,1.3164196043778242e+14,1.26921493138172e+14,1.27793750853356e+14,1.29763489040947e+14,1.31433059005984e+14,1.33816405199247e+14,1.35951977922561e+14,1.37218318398325e+14,10,14.1569,1,1,4,10,20,42,65,2019-04-19,11:53:41
7890000,9775,217,8,1.333409683213935e+14,1.3335723447694288e+14,1.27125362535948e+14,1.2795049818314e+14,1.31707166658869e+14,1.33340920619407e+14,1.35832081422166e+14,1.38132312494647e+14,1.39081438404204e+14,10,14.1166,1,1,4,10,19,42,65,2019-04-21,03:06:27
7900000,9732,261,7,1.31327206886133e+14,1.3141540370465262e+14,1.25872072943978e+14,1.26824954159113e+14,1.2817448985115e+14,1.31327124544243e+14,1.3461945867546e+14,1.36699452051348e+14,1.37396516031497e+14,10,14.241,1,1,4,10,19,42,65,2019-04-22,18:39:57
